player_damage,weapon_level,family,attack,displayed_damage
4500,29,E-liter,Minimum charge,2923
4500,29,Squiffer,Full charge,14619
4500,29,Squiffer,Minimum charge,2923
4500,29,Slosher,Single slosh,9356
4500,29,Sloshing Machine,Direct hit,11695
4500,29,Sloshing Machine,Explosion,7017
4500,29,Heavy Splatling,Shot,2631
4500,29,Mini Splatling,Shot,2280
4500,29,Splat Dualies,Shot,2280
4500,29,Glooga Dualies,Pre-Dodge Roll,3157
4500,29,Glooga Dualies,Post-Dodge Roll,4561
4500,29,Splat Brella,All shots hit,10525
4500,29,Splat Brella,Single shot,2105
4500,29,Splat Brella,Launched brella,8771
4500,29,Tenta Brella,All shots hit,21051
4500,29,Tenta Brella,Single shot,2982
4500,29,Tenta Brella,Launched brella,14619
4500,29,Blaster,Direct hit,12864
4500,29,Blaster,Explosion (max),9005
4500,29,Blaster,Explosion (min),6432
4500,29,Rapid Blaster Pro,Direct hit,10525
4500,29,Rapid Blaster Pro,Explosion,5262
4500,29,Octobrush,Brush swing,3508
4500,29,Octobrush,Inking on the go,2339
4500,29,Splatana Stamper,Horizontal slash,5847
4500,29,Splatana Stamper,Charged slash,10525
4500,29,Splatana Stamper,Charged slash (direct hit),12864
4500,30,Splattershot,Shot,2156
4500,30,Splattershot Jr.,Shot,1797
4500,30,Splat Roller,Horizontal swing,8985
4500,30,Splat Roller,Vertical swing,11980
4500,30,Splat Roller,Inkling on the go,7188
4500,30,Dynamo Roller,Horizontal swing,14376
4500,30,Dynamo Roller,Vertical swing,21565
4500,30,Dynamo Roller,Inkling on the go,35942
4500,30,E-liter,Full charge,35942
4500,30,E-liter,Minimum charge,2995
4500,30,Squiffer,Full charge,14976
4500,30,Squiffer,Minimum charge,2995
4500,30,Slosher,Single slosh,9584
4500,30,Sloshing Machine,Direct hit,11980
4500,30,Sloshing Machine,Explosion,7188
4500,30,Heavy Splatling,Shot,2695
4500,30,Mini Splatling,Shot,2336
4500,30,Splat Dualies,Shot,2336
4500,30,Glooga Dualies,Pre-Dodge Roll,3234
4500,30,Glooga Dualies,Post-Dodge Roll,4672
4500,30,Splat Brella,All shots hit,10782
4500,30,Splat Brella,Single shot,2156
4500,30,Splat Brella,Launched brella,8985
4500,30,Tenta Brella,All shots hit,21565
4500,30,Tenta Brella,Single shot,3055
4500,30,Tenta Brella,Launched brella,14976
4500,30,Blaster,Direct hit,13178
4500,30,Blaster,Explosion (max),9225
4500,30,Blaster,Explosion (min),6589
4500,30,Rapid Blaster Pro,Direct hit,10782
4500,30,Rapid Blaster Pro,Explosion,5391
4500,30,Octobrush,Brush swing,3594
4500,30,Octobrush,Inking on the go,2396
4500,30,Splatana Stamper,Horizontal slash,5990
